Word,Stemmed Word,Definitions,Part of Speech,Contexts,Synonyms,Antonyms,Derived Words,Hypernyms,Hyponyms,Meronyms,Holonyms,Sentiment_Score,Sentimental_Label
tepuk,tepuk,"[te.pu/]  | تڤوق Definisi : 1. perbuatan menamparkan kedua-dua tapak tangan (supaya berbunyi), 2. bunyi yg terjadi kerana menamparkan kedua-dua tapak tangan: suara itu diiringi pula oleh ketawa dan ~ budak-budak yg ramai di situ, 3. pukulan yg tidak kuat dgn tapak tangan, tepak, ~ dada tamparan di dada, ~ kuduk sanjungan, puji-pujian, ~ sorak (sorai) tepuk tangan yg disertai dgn sorak, ~ tari tepuk tangan sambil menari, ~ berbalas, alang berjawat = alang berjawat, ~ berbalas prb baik dibalas dgn baik, jahat dibalas dgn jahat, ~ dada tanya selera prb sesuatu pekerjaan yg akan kita lakukan hendaklah difikirkan habis-habis, ~ nyamuk menjadi daki prb melawan orang yg lemah itu akan memburukkan nama sahaja, bertepuk a) ~ tampar bergurau, bersenda: tidak spt selalu mereka ~ tampar dan ketawa berdekah-dekah, b) bertepuk tangan, ~ sebelah tangan tiada akan berbunyi prb tidak mungkin percintaan atau perselisihan terjadi drpd satu pihak sahaja, menepuk memukul dgn telapak tangan (tidak berapa kuat): dia terkejut ketika isteri­nya ~ bahunya, ~ dada a) menampar dada dgn tapak tangan, b) ki marah, memperlihatkan keberanian (kemegahan), menepuk-nepuk menepuk beberapa kali atau berulang kali: aku tersedar apabila dia ~ bahuku dr belakang, tepukan perbuatan bertepuk (menepuk). (Kamus Dewan Edisi Keempat), [te.pu/]  | تڤوق Definisi : ~ lalat sj tumbuhan (pokok), benitan putih, kecam, kelat lapis (merah, nasi-nasi, paya, putih), sekujah, Eugenia longiflora. (Kamus Dewan Edisi Keempat), [te.pu/]  | تڤوق Definisi : 1 perbuatan menamparkan ke­­dua-dua tapak tangan supaya ber­bunyi. 2 bunyi yg kedengaran apabila menamparkan kedua-dua tapak ta­ngan. 3 pukulan yg tidak kuat dgn tapak tangan. ~ sorak (-sorai) tepuk tangan yg diiringi sorak. ~ tangan tamparan kedua-dua belah tapak tangan hingga berbunyi. bertepuk, = ~ tangan menamparkan kedua-dua belah tapak tangan hingga berbunyi (sbg tanda gembira dll): Para penonton ~ tangan apabila pemain pasukan Malaysia menjaringkan bola ke dlm gol pasukan lawannya. menepuk memukul (agak perlahan) dgn tapak tangan: Dia terkejut ketika abangnya ~ bahunya. ~ dada a. menampar dada dgn tapak tangan. b. ki membanggakan diri, menunjukkan keberanian. tepukan 1 pukulan utk menepuk, hasil menepuk. 2 hasil bertepuk (tangan). (Kamus Pelajar Edisi Kedua)",,,,,"bertepuk, bertepuk-tampar, menepuk","menumbuk, menimpa, menampar",,,,0.0,Neutral
tangan,tangan,"[ta.ngan]  | تاڠن Definisi : 1. anggota tubuh dr kepala bahu sampai ke hujung jari, anggota tubuh dr pergelangan tangan sampai ke hujung jari: perahu sudah di air, pengayuh sudah di ~, 2. ki sesuatu yg menyerupai tangan atau yg digunakan spt tangan, 3. ki kuasa, pegangan, pengaruh, perintah: semua harta di ~ kita, kuasa meme­rin­tah negeri terletak dlm ~ rakyat, ~ baju bahagian baju yg membalut tangan, lengan baju, ~ besi pemerintahan yg keras, ~ dingin selalu menjadi perbuatannya (spt menanam pokok, mengubat penyakit, dll), ~ jahat orang yg berbuat jahat (mencuri dll), ~ kanan a) tangan sebelah kanan, b) pembantu yg terutama, ~ kosong = berhampa ~ tidak men­dapat (membawa) apa-apa, ~ naik selalu menang dlm perjudian, ~ panas segala per­buatannya selalu gagal, sial, ~ terbuka a) suka menolong orang yg dlm kesusahan, murah hati, b) = dgn ~ terbuka (dgn) ikhlas atau suka hati (menerima sesuatu dll), ~ turun selalu mendapat kerugian (dlm perjudian), tidak beruntung, dr ~ ke ~ dr seorang ke seorang, ~ bagai lipas kudung prb perihal orang yg tangannya tidak mahu diam (spt kanak-kanak), ~ kanan jangan percaya ~ kiri = luka ~ kanan oleh ~ kiri prb jangan terlalu percaya pd sahabat kerana kerap kali sahabat juga yg mencelakakan kita, ~ mencencang (memetik) bahu memikul prb kesalahan yg kita buat itu kita sendirilah yg menang­gung­nya, ~ penat memerah, pasu mendapat san­tan­nya prb orang lain yg bersusah payah, orang lain pula yg mendapat nikmatnya, ~ yg celaka, kerja jatuh prb beroleh kerugian kerana perbuatan ahli keluarga yg tidak se­nonoh, dlm genggaman ~ orang prb di ba­wah kuasa orang lain, digenggamnya ~nya prb perihal orang kikir yg tidak sedikit pun sudi menolong orang yg sengsara, makan ~ prb mendapat rezeki lebih drpd yg diharap-harapkan, tangan-tangan 1. kelek-kelek (kerusi), 2. selusur pd tangga, 3. tempat berpegang (pd basikal), 4. palang pd neraca dll, tangan-menangan dr tangan ke tangan, bu­­kan dr asalnya, menangani 1. mengerjakan (sendiri), mem­buat sendiri, mengusahakan: pekerjaan yg berat-berat pun ditanganinya, masih belum ada sesiapa pun antara kita yg ~ bidang ini secara bersungguh-sungguh, 2. = me­nangan­kan memukuli (dgn tangan) supaya jera, mengajar: kalau tidak menge­nang­kan ke­­tololan adiknya, tadi lagi sudah di­ta­nga­­­­­ni­­­­nya, suruh dia datang sekarang juga, kalau tidak akan aku tangankan, tanganan 1. tangan-tangan, 2. hasil drpd pekerjaan, buatan, penanganan perihal (perbuatan, cara) me­nangani, penangan pukulan dgn tangan: sekarang suruh dia tampil ke muka, dan biar dia me­rasa ~ dr tanganku sendiri. (Kamus Dewan Edisi Keempat), [ta.ngan]  | تاڠن Definisi : 1 bahagian anggota tubuh dr siku sampai ke hujung jari, bahagian anggota tubuh dr pergelangan tangan sampai ke hujung jari. 2 ki sesuatu yg rupanya spt tangan 1 atau yg digunakan spt tangan 1: ~ baju bahagian baju yg menutupi tangan, lengan baju, ~ kemudi tangkai atau pemegang kemudi. 3 ki kuasa, pemerintahan: Pihak Inggeris berusaha merebut Melaka drpd ~ Belanda. ~ kanan a. tangan yg di sebelah kanan. b. pembantu (penolong) yg utama. ~ kosong tidak membawa atau tidak mendapat apa-apa. ~ terbuka a. suka menolong orang yg mendapat kesusahan. b. = dgn ~ terbuka dgn suka hati menerima sesuatu. tangan-tangan 1 tempat berpegang pd tangga dll. 2 palang pd neraca dll. menangani 1 membuat atau mengusahakan se­suatu. 2 memukul orang dgn tangan. penanganan perbuatan atau perihal menangani: ~ projek itu dilakukan dgn cermat dan hati-hati. penangan 1 pukulan dgn tangan. 2 ki akibat atau kesan drpd sesuatu perbuatan: Biar dirasa ~nya disebabkan sifat degilnya itu. (Kamus Pelajar Edisi Kedua)",kata nama,kiasan,"anggota badan, kuasa",kaki,"menangani, menangani, menangankan, penangan","kelek-kelek, kaki, longgokan","penawar, ilmu_trengkas, genggaman","pergelangan_tangan, siku, lengan_bawah","nara, jasad, tubuh",0.2605018615722656,Positive
kamera,,"[ka.mé.ra]  | کاميرا Definisi : (kaméra) alat utk mengambil gambar foto, ~ digital kamera yg menghasilkan imej digi­tal yg boleh disimpan dlm komputer, dipapar­kan pd skrin dan dicetak, ~ kandid kamera kecil utk mengambil gambar seseorang, biasanya tanpa pengetahuannya, ~ polaroid kamera yg dapat menghasilkan gambar segera selepas sahaja gambar sesuatu objek diambil, ~ video kamera yg dapat merakamkan gambar serta bunyi, ~ web sj kamera yg disambungkan pd komputer, yg menghasilkan imej bergerak yg dapat dilihat pd skrin komputer menerusi Internet. (Kamus Dewan Edisi Keempat), [ka.mé.ra]  | کاميرا Definisi : /kaméra/ alat utk mengambil gambar. ~ digital kamera yg menghasilkan imej digital yg boleh disimpan dlm komputer, dipaparkan pd skrin dan dicetak. ~ polaroid kamera yg dpt menghasilkan gambar segera selepas sahaja gambar sesuatu objek diambil. ~ video kamera yg dpt merakamkan gambar serta bunyi pd pita video dan memancarkannya pd skrin monitor (televisyen dsb). ~ web sj kamera yg disambungkan pd komputer, yg menghasilkan imej bergerak yg dpt dilihat pd skrin komputer menerusi Internet. (Kamus Pelajar Edisi Kedua)",,,,,,,,"magazin, pengatup, kartrij",,0.1551761925220489,Positive
ketiga-tiga,,"[ke.ti.ga.ti.ga]  | کتيݢ-تيݢ Definisi : semua seramai atau sebanyak tiga (orang dll), ke­semua bertiga: maka pergilah aku menziarahi ~ makam itu serta membaca doa, ~ orang dlm kumpulan itu serentak mengangguk, (Kamus Dewan Edisi Keempat), [ke.ti.ga.ti.ga]  | کتيݢ-تيݢ Definisi : kesemuanya berjumlah tiga: ~ anaknya sudah bersekolah. (Kamus Pelajar Edisi Kedua)",,,,,,,,,,0.0,Neutral
tersedia,sedia,"[ter.se.dia]  | ترسديا Definisi : telah disediakan (dilengkapkan), ada: teman hidupmu yg ibu idam-idamkan sudah ~, (Kamus Dewan Edisi Keempat)",kata sifat,,"memang ada, memang begitu, siap, sanggup","tiada, lain, batal, enggan","sedianya, bersedia, menyediakan, tersedia, kesediaan, persediaan","nampak, kelihatan, ada",,,,0.3603560626506805,Positive
proses,proses,"[pro.sés]  | ڤروسيس Definisi : (prosés) 1. satu siri perubahan yg ber­laku secara semula jadi: sedangkan kanak-kanak menghadapi ~ perkembangan jiwa utk mendapatkan bahan-bahan ilmu, 2. satu siri tindakan yg dilakukan utk membuat, menghasilkan, atau mencapai sesuatu, 3. kaedah teknik operasi yg digunakan dlm industri utk membuat sesuatu: di Indonesia nampaknya ~ penyaringan dan penapisan masih perlu dijalankan utk dapat memisahkan antah drpd beras, ~ Haber (Kim) sj proses utk menyediakan ammonia drpd nitrogen, 4. Id pembicaraan dlm mahkamah, berproses telah diproses: sebilangan besar makanan ~ diimport dr luar negara, memproses 1. mengambil tindakan tertentu terhadap sesuatu mengikut prosedur yg ditetapkan: pihak majikan sedang ~ permohonan mereka, 2. mengolah bahan men­tah menjadi barangan siap: sudah ada banyak kilang yg menggunakan alat moden utk ~ barang-barang yg hendak dieksport, pemprosesan perbuatan (usaha, kerja dsb) memproses: ~ permohonan utk mengimport barang, ~ makanan, ~ data, pemproses 1. alat (kilang dll) yg memproses sesuatu: penggunaan komputer sbg ~ perkataan, ~ makanan, 2. (Komp) perka­kasan atau perisian yg mempunyai kemam­puan mengolah data bagi mencapai sesuatu hasil: penggunaan komputer sbg ~ kata. (Kamus Dewan Edisi Keempat), [pro.sés]  | ڤروسيس Definisi : /prosés/ 1 perubahan, peristiwa dll yg berlaku berturut-turut dgn sendirinya: ~ perkembangan jiwa, ~ penghadaman makanan. 2 cara atau kaedah tertentu yg diikut utk membuat sesuatu: ~ Bessemer salah satu cara membuat keluli yg dipelopori oleh Bessemer. 3 beberapa perbuatan berperingkat-peringkat yg dilakukan utk mendapatkan sesuatu: ~ pengeluaran minyak kelapa sawit memang rumit dan memerlukan modal yg banyak. memproses 1 membuat (menyediakan, menjalankan) sesuatu menerusi berbagai-bagai proses: Sebuah kilang ~ minyak telah dibina di Port Dickson. 2 membubuh ubat pd kayu supaya tahan lama (tidak dimakan ulat dll). pemprosesan perbuatan atau hal memproses. pemproses 1 alat, kilang dsb yg memproses sesuatu: ~ makanan. 2 ist perkakasan atau perisian yg mempunyai kemampuan mengolah data bagi mencapai sesuatu hasil: Penggunaan komputer sbg ~ kata. ~ imej ist pemproses dlm sistem komputer yg digunakan utk memproses imej (bentuk grafik). ~ kata ist atur cara atau program komputer utk tujuan menulis, mengedit, menyimpan dsb teks, dan seterusnya mencetak teks tsb. ~ kembar ist sistem komputer yg mempunyai dua pemproses yg membolehkan sesuatu atur cara dijalankan dgn lebih pantas. (Kamus Pelajar Edisi Kedua)",kata nama,,operasi,,"memproses, pemprosesan, pemproses","mualamat, makrifat, kegiatan","rayuan, alasan, campur_tangan",,,0.1553779393434524,Positive
agung,,"[a.gung]  | اݢوڠ Definisi : 1. (paling) besar, terutama: balai ~, layar ~, tiang ~, 2. yg tertinggi: pemerintah ~, 3. teristimewa, terkemuka, terutama: Allahyarham Tun Abdul Razak seorang pemimpin yg ~, Allahyarham P. Ramlee seniman ~ Malaysia, tamu ~, 4. yg terbuka kpd dan utk dihadiri oleh semua ahli (bkn mesyuarat, persidangan, dsb): persidangan ~ UMNO, mesyuarat ~ Kesatuan Sekerja DBP, mengagungkan menjadikan (menganggap dsb) agung, membesarkan, memuliakan, me­ninggikan: al-Quran ~ ilmu pengetahuan dan memuliakan ahli ilmu, mengagung-agungkan selalu (sering kali) mengagungkan, sangat mengagungkan, keagungan kebesaran, kemuliaan, keting­gian: ~ Abdullah sbg pengarang terletak pd konsepsinya yg moden, keagungan kebesaran, kemuliaan, keting­gian: ~ Abdullah sbg pengarang terletak pd konsepsinya yg moden, pengagungan perbuatan dsb mengagungkan: antara yg menghalang perkembangan pesat bahasa Melayu ialah kekurangan bahan rujuk­­an dlm bahasa itu dan ~ bahasa Inggeris. (Kamus Dewan Edisi Keempat), [a.gung]  | اݢوڠ Definisi : teragung, teragung-agung ter­han­tuk (kepala, buah-buahan), ragung. (Kamus Dewan Edisi Keempat), [a.gung]  | اݢوڠ Definisi : 1 tertinggi: Allah yg Maha ~. 2 besar: tiang ~, layar ~. mengagungkan menganggap agung, memuliakan, meluhurkan: Sbg rakyat yg setia, kita mesti ~ bahasa Melayu. keagungan keadaan agung, kemuliaan, keluhuran: ~ kerajaan Melayu Melaka telah mencapai kemuncaknya pd zaman pemerintahan Sultan Mansur Syah. (Kamus Pelajar Edisi Kedua)",,,,,,,,,,0.5994873046875,Positive
efektif,,"[e.fék.tif]  | ايفيکتيف Definisi : (éféktif) ada kesannya (pengaruhnya), berkesan, mujarab (bkn ubat): satu sistem perkhidmatan awam yg ~ tidak akan wujud semata-mata kerana pelaksanaan disiplin yg kuat sahaja. (Kamus Dewan Edisi Keempat), [e.fék.tif]  | ايفيکتيف Definisi : /éféktif/ 1 ada kesannya (akibatnya, pengaruhnya), berkesan. 2 dpt mendatangkan hasil yg diharap-harapkan (bkn tindakan, usaha dsb). 3 dpt menyembuhkan (bkn ubat), mujarab. (Kamus Pelajar Edisi Kedua)",,,,,,,,,,0.4986135065555572,Positive
berkecuali,kecuali,"[ber.ke.cua.li]  | برکچوالي Definisi : 1. ada kecualinya, 2. tidak ber­pihak kpd (bersekutu dgn) mana-mana pihak, berdiri sama tengah, negara-negara ~ negara­-negara yg tidak bersekutu dgn atau berpihak kpd negara-negara blok Barat ataupun blok komunis, (Kamus Dewan Edisi Keempat), [ber.ke.cua.li]  | برکچوالي Definisi : 1 ada kecualinya. 2 tidak menyebelahi mana-mana pihak: negara ~ negara yg tidak memihak ke mana-mana. (Kamus Pelajar Edisi Kedua)",,,melainkan,,"berkecuali, mengecuali, mengecualikan, terkecuali, kekecualian",,,,,0.0,Neutral
pemerhatian,hati,"[pe.mer.ha.tian]  | ڤمرهاتين Definisi : perihal memerhatikan, usaha, dsb memerhatikan atau mengamati sesuatu: setelah diperbuat ~ dan percubaan di­ke­tahuilah asal usul penyakit itu, (Kamus Dewan Edisi Keempat), [pe.mer.ha.tian]  | ڤمرهاتين Definisi : perbuatan memperhatikan: Asal usul penyakit itu diketahui setelah ~ dan percubaan dijalankan. (Kamus Pelajar Edisi Kedua)",kata nama,,batin,,"sehati, berhati-hati, memerhatikan, memperhatikan, perhatian, pemerhatian, pemerhati","perhatian, teguran, sukatan","perhatian, pendapat, komen",,,0.0,Neutral
menyatakan,nyata,"[me.nya.ta.kan]  | مڽاتاکن Definisi : 1. menjadikan nyata, me­ne­rangkan, menjelaskan: di dlm buku ini ada dinyatakan dgn ringkas perihal mengubat penyakit yg biasa terjadi, 2. menampakkan, menunjukkan: Ya Tuhanku, hendaklah engkau ~ kebesaran-Mu akan hamba-Mu, 3. mem­beritahu, melaporkan, memaklumkan: Ismail berjumpa dgn pegawai tingginya utk ~ ke­tibaannya, berkali-kali ia ~ keinginannya hendak bertukar kerja, (Kamus Dewan Edisi Keempat), [me.nya.ta.kan]  | مڽاتاکن Definisi : 1 menjadikan nyata, menerangkan, menjelaskan: Dia telah ~ pendapatnya ttg perkara itu. 2 menunjukkan sesuatu sbg bukti, menandakan, membuktikan: Boleh­kah saudara mengadakan bukti utk ~ tuduhan saudara? 3 memberitahukan, memaklumkan, mengatakan: Beliau telah ~ bahawa undang-undang itu hanya utk sementara waktu saja. (Kamus Pelajar Edisi Kedua)",kata sifat,,"terang, benar-benar ada",kabur,"menyatakan, ternyata, kenyataan, pernyataan, penyataan, penyata","nampak, melaporkan, pesan","bon, menitikberatkan, menyabak","wilayah, jabatan, daerah",,0.2349835485219955,Positive
meluluskan,lulus,"[me.lu.lus.kan]  | ملولوسکن Definisi : 1. membiarkan lalu, memasuk­kan: ~ benang ke lubang jarum, 2. melucut­kan (gelang, cincin, dll), 3. memperkenankan (permintaan, permohonan, dll), mempersetujui, mengabulkan: beliau telah pun meng­kaji usul itu terlebih dahulu sebelum dilulus­kan utk dibincangkan, kerajaan telah ~ undang-undang itu beberapa tahun dahulu, 4. menyebabkan (menjadikan) lulus (dlm peperiksaan dll), 5. melepaskan diri, mem­bebaskan (diri), melarikan (diri): walaupun dikepung rapi, mereka dapat ~ diri, (Kamus Dewan Edisi Keempat), [me.lu.lus.kan]  | ملولوسکن Definisi : 1 membiarkan lalu atau masuk. 2 melucutkan (cincin dll). 3 menjadikan lulus atau berjaya (dlm peperiksaan dll). 4 mengabulkan permintaan, permohonan dll, memperkenankan: Kerajaan sudah ~ biasiswanya utk menuntut di luar negara. 5 melepaskan atau membebaskan diri. (Kamus Pelajar Edisi Kedua)",kata kerja,,"tembus, terperlus, terlepas, berjaya",,"meluluskan, lulusan, kelulusan, berkelulusan","memberi, memberikan, membiarkan","membiarkan, membantu, menyembat",,,-0.3480015993118286,Negative
asasi,,"[a.sa.si]  | اساسي Definisi : menjadi dasar, yg menjadi pokok: undang-undang ini tidak mengganggu hak-hak ~ rakyat lain. (Kamus Dewan Edisi Keempat), [a.sa.si]  | اساسي Definisi : yg menjadi dasar atau pokok: hak-hak ~. (Kamus Pelajar Edisi Kedua)",,,,,,,,,,0.3683215081691742,Positive
manusia,manusia,"[ma.nu.sia]  | ماءنسي Definisi : makhluk yg mempunyai akal budi, insan, orang: ada pun jenis yg tinggi sekali antara segala haiwan ialah ~, ~ utama manusia yg terbaik, memanusiakan menjadikan seseorang mem­punyai sifat-sifat manusia yg mulia: peranan sastera adalah utk ~ manusia dan menim-bulkan keindahan dlm jiwa mereka, kemanusiaan perihal manusia, sifat-sifat manusia: tetapi sekarang ia pandai berhujah tentang manusia dan ~, tentang dunia dan keduniaan. (Kamus Dewan Edisi Keempat), [ma.nu.sia]  | ماءنسي Definisi : makhluk Allah yg berjasad dan berakal fikiran, insan. kemanusiaan hal-hal yg berkaitan dgn manusia: peri~ perasaan atau perangai yg layak bagi manusia. (Kamus Pelajar Edisi Kedua)",kata nama,,insan,,kemanusiaan,"nara, nampak, fasal","penderita, tuan_rumah, mempergauli","air_muka, kaki, bentuk","laki-laki, alam_semesta, dunia",0.3017153739929199,Positive
organisasi,organisasi,"[or.ga.ni.sa.si]  | اورݢانيساسي Definisi : kesatuan (susunan dsb) yg terdiri drpd bahagian-bahagian (orang dll) dlm se­suatu pertubuhan (perkumpulan, perbadanan, dll) utk tujuan-tujuan tertentu (kepentingan bersama dsb), pertubuhan: ~ kaum wanita, ~ politik, berorganisasi mempunyai organisasi, ter­susun dgn baik dan rapi: kaum tani mulai ~ dlm gerakan pertahanan rakyat, kejayaan hidup berkeluarga bergantung pd kejayaan dirinya hidup ~, keganasan yg dilakukan secara ~, mengorganisasikan mengatur dlm organi­sasi, menyusun menjadi kesatuan dsb yg ter­atur: ~ badan politik, pengorganisasian perihal (proses) meng­orga­ni­sasikan sesuatu: institusi itu menitik­beratkan ~ ilmu. (Kamus Dewan Edisi Keempat), [or.ga.ni.sa.si]  | اورݢانيساسي Definisi : kesatuan (susunan) ber­bagai-bagai bahagian (orang dsb) yg bersistem dlm sesuatu pertubuhan atau perbadanan, dan mempunyai tujua­n tertentu. mengorganisasikan menyu­sun dan mengurus berbagai-bagai bahagian (orang dsb) sehingga men­jadi sebuah organisasi. (Kamus Pelajar Edisi Kedua)",kata nama,,pertubuhan,,,"bermula, permulaan, aktiviti","maktab, penjajahan, suruhanjaya","keanggotaan, kuorum, kewargaan",,0.1565541625022888,Positive
buruh,,"[bu.ruh]  | بوروه Definisi : orang yg bekerja utk mencari makan, pekerja: ramai orang India yg bekerja sbg ~, Kementerian B~, kaum ~ golongan pekerja, ~ kasar buruh yg lebih memerlukan tenaga fizikal drpd keupayaan mental dlm pekerjaannya, ~ mahir buruh yg mempunyai kepakaran khusus yg diperoleh drpd latihan profesional dlm bidang tertentu, mis jurutera, ~ paksa orang yg dipaksa melakukan kerja berat tanpa ganjaran yg sewajarnya, ~ separuh mahir buruh yg mempunyai kepakaran dlm bidang tertentu yg diperoleh drpd pengalaman bekerja dan atau latihan separuh profesional, mis jurukimpal,berburuhkan mempunyai, mengupah, atau menggunakan seseorang sbg buruh: sektor perladangan dan binaan terpaksa ~ orang asing,memburuh bekerja sbg buruh: siangnya dia ~, malamnya dia belajar bahasa Inggeris,buruhan upah memburuh, perburuhan 1. tenaga (usaha) buruh: membawa masuk orang India ialah satu jalan mengadakan ~ murah, 2. perihal buruh atau memburuh: perkara ~. (Kamus Dewan Edisi Keempat), [bu.ruh]  | بوروه Definisi : orang yg bekerja dgn mendapat upah, pekerja dlm perusahaan dsb: Sudah tujuh tahun Ahmad menjadi ~ di kilang gula itu. ~ kasar buruh yg tidak memerlukan kemahiran. ~ paksa buruh yg dipaksa melakukan kerja berat tanpa ganjaran yg sewajarnya. memburuh bekerja sbg buruh: Banyak orang asing yg ~ di negara kita ini. perburuhan segala sesuatu yg ada hubungannya dgn pekerjaan buruh dan kaum buruh. (Kamus Pelajar Edisi Kedua)",,,,,,"bergusti, melawan, kerja","petugas, pengawas, jurumesin","pekerja, buruh","kaum_buruh, karyawan, pegawai",-0.4153328537940979,Negative
memaklumkan,maklum,"[me.maÖ.lum.kan]/[me.ma/.lum.kan]  | ممعلومکن Definisi : 1. membuat maklum, men­jadikan maklum, memberitahukan, mengkha­barkan, menyatakan: ia datang hendak ~ hal ehwalnya, dipermaklumkannya yg ia hendak membalas kematian isterinya itu, 2. mengumumkan sesuatu (keputusan dll), menyatakan (perang dll), mengisytiharkan (kemerdekaan dll): mereka ~ perang dgn Belanda, (Kamus Dewan Edisi Keempat), [me.maÖ.lum.kan]/[me.ma/.lum.kan]  | ممعلومکن Definisi : memberitahukan, mengkhabarkan, menyatakan: Dgn sukacitanya, anakanda ~ bahawa anakanda sekarang sihat-sihat saja. (Kamus Pelajar Edisi Kedua)",kata kerja,,tahu,,"memaklumi, memaklumkan, termaklum, makluman, pemakluman","melaporkan, melontarkan, meluahkan","menyesal, menyarankan, bertujuan",,,0.3739754557609558,Positive
menyokong,sokong,"[me.nyo.kong]  | مڽوکوڠ Definisi : 1. menyangga (menopang) se­suatu supaya jangan rebah atau roboh: be­berapa orang ~ dan memapah dia supaya jangan rebah, 2. menyatakan persetujuan dan memberi perangsang dgn atau tanpa bantuan kebendaan dll, memberi bantuan (tenaga, wang, dll), membantu: saya ~ penuh fikiran penulis itu, gerila kami ~ pembe­rontakan mereka, (Kamus Dewan Edisi Keempat), [me.nyo.kong]  | مڽوکوڠ Definisi : 1 menaruh sang­ga pd sesuatu supaya tidak rebah, menyangga, menopang. 2 memberikan bantuan (baik berupa wang mahu­pun tenaga dsb), membantu: Saya ~ usul saudara tadi. (Kamus Pelajar Edisi Kedua)",kata nama,,tiang,,"menyokong, sokongan, penyokong","membantu, membangkitkan, menyembat","menjunjung, membantu, membangkitkan",,,0.3291274905204773,Positive
pakej,,"[pa.kéj]  | ڤاکيج Definisi : (pakéj) 1. tawaran (cadangan) yg di­kemukakan terhadap sesuatu urus niaga, per­khidmatan, dll dgn butiran lengkap (kos, bilangan hari, dsb) yg mesti diterima semuanya sbg suatu keseluruhan: ~ percutian ke Pulau Langkawi, 2. (Komp) atur cara dan dokumen berkaitan yg membentuk suatu sistem perisian yg bersepadu, mempakejkan memasukkan tawaran (ca­dangan, perkhidmatan dsb) ke dlm satu pakej: semua perkhidmatan terbabit dipakejkan ke dlm pakej tersebut. (Kamus Dewan Edisi Keempat), [pa.kéj]  | ڤاکيج Definisi : /pakéj/ 1 tawaran atau cadangan yg dikemukakan terhadap sesuatu urus niaga, perkhidmatan, dll dgn butiran lengkap (kos, bilangan hari, dsb) yg mesti diterima semuanya sbg suatu keseluruhan: ~ percutian ke Pulau Langkawi. 2 ist atur cara dan dokumen berkaitan yg membentuk suatu sistem perisian yg bersepadu. (Kamus Pelajar Edisi Kedua)",,,,,,"longgokan, himpunan, koleksi",,,,0.2698271870613098,Positive
mahu,mahu,"[ma.hu]  | ماهو Definisi : 1. suka akan, suka hendak, bersedia akan: dia ~ supaya jawatan itu dipegang oleh se-orang anak negeri, ~ tak ~ a) segan-segan, b) terpaksa, harus, 2. hendak, akan: ~ ke mana budak itu, 3. bp maksud, keinginan, tujuan: apa ~ engkau di sini? semahunya, semahu-mahu, semahu-mahu-nya sekehendak (sesuka) hati, sewenang­wenang: keadaan spt itu tentu tidak akan dapat dibiarkan berjalan ~ sahaja, mahupun meskipun, walaupun, memahu-mahu, memahukan 1. memak­sa-maksa supaya mahu, 2. menghendakkan, mahu kpd, memahui, mengemahui menghendaki, me­nuntut (supaya), kemahuan kehendak, keinginan: macam-macam kehendak dan ~ mereka, berkemahuan mempunyai kemahuan: tabiat berfikir dan ~ secara bebas. (Kamus Dewan Edisi Keempat), [ma.hu]  | ماهو Definisi : 1 tidak keberatan utk berbuat sesuatu, bersedia melakukan sesuatu: Dia ~ menolong orang yg susah kerana dia sendiri pernah mengalami kesusahan. Orang itu tidak ~ bekerja sbg buruh walaupun sudah lama menganggur. 2 tujuan atau maksud melakukan sesuatu, kehendak: Apa ~mu? mahupun ataupun, walaupun, biarpun, meskipun: Baik lelaki ~ perempuan, semuanya bekerja keras. kemahuan 1 kesediaan berbuat atau melakukan sesuatu: Kerana sakit, hilanglah ~ saya utk bekerja. 2 keinginan, kehendak: Anak itu akan menjadi terlalu manja jika segala ~nya diturut. (Kamus Pelajar Edisi Kedua)",kata kerja,,hendak,,"mahu tak mahu, mahupun, semahunya, semahu-mahunya, kemahuan","bertanyakan, mohon, mengingini","mencita-citakan, menyana, mensyaratkan",,,0.0,Neutral
memantau,,"[me.man.tau]  | ممنتاو Definisi : Sb menahan darah drpd keluar: pihak doktor berjaya ~ tangan kanak-kanak yg tercedera dlm kemalangan itu, sebelum menjahit lukanya. (Kamus Dewan Edisi Keempat), [me.man.tau]  | ممنتاو Definisi : 1. menengok, me­lihat, menjenguk, 2. memerhatikan dan memeriksa perkembangan (kemajuan, perjalan­an dsb) sesuatu perkara, fenomena dsb secara kerap dan teliti, biasanya bertujuan utk meng­awal, mencegah, memperbaik, mengawasi dsb: kerajaan sentiasa ~ harga barang keperluan asas agar para peniaga tidak mengambil kesempatan utk menaikkannya dgn sesuka hati, (Kamus Dewan Edisi Keempat), [me.man.tau]  | ممنتاو Definisi : melihat, mengawasi dan mengatur usaha atau tindakan supaya sesuatu (kegiatan, tugas dsb) berjalan lancar: Pihak atasan sentiasa ~ projek penting itu agar terlaksana mengikut jadual. (Kamus Pelajar Edisi Kedua)",,,,,,"nampak, menyemak, memasukkan","nampak, menunjukkan, melacak",,,-0.3569878339767456,Negative
